customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID0527,Male,0,Yes,No,68,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),42.9,5566.36,No
ID0528,Female,0,Yes,No,1,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,61.54,1061.77,No
ID0529,Female,1,No,No,63,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,81.94,614.85,Yes
ID0530,Female,1,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),89.45,7802.48,Yes
ID0531,Male,1,No,No,13,No,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),109.77,5482.25,Yes
ID0532,Female,1,No,No,11,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,96.27,3398.89,No
ID0533,Male,1,No,No,51,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),91.47,5644.67,Yes
ID0534,Male,0,No,No,17,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),71.58,6076.01,Yes
ID0535,Male,0,No,No,24,Yes,No phone service,No,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),77.84,6262.69,Yes
ID0536,Female,1,Yes,Yes,19,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),71.86,3876.22,Yes
ID0537,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Mailed check,115.05,3497.06,No
ID0538,Male,1,No,Yes,8,No,No,No,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,53.22,188.11,No
ID0539,Male,1,No,No,28,Yes,No phone service,No,No,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,30.57,7420.79,No
ID0540,Female,0,Yes,Yes,5,Yes,No,No,Yes,Yes,No,No internet service,No,No,Two year,No,Credit card (automatic),95.77,4867.12,No
ID0541,Male,0,Yes,No,17,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),50.44,1705.91,No
ID0542,Female,0,Yes,No,36,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,119.89,7365.86,No
ID0543,Male,1,Yes,Yes,19,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),116.75,7328.95,Yes
ID0544,Female,0,No,No,64,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,37.74,7915.54,No
ID0545,Male,1,No,Yes,11,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,40.74,7006.04,Yes
ID0546,Female,1,Yes,Yes,54,No,No phone service,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.0,7983.49,Yes
ID0547,Male,1,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,91.52,2034.01,Yes
ID0548,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),57.76,6754.76,Yes
ID0549,Female,0,No,Yes,12,No,Yes,No,Yes,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),102.39,6602.91,No
ID0550,Male,1,Yes,No,21,No,No,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,90.08,1925.42,No
ID0551,Male,0,No,Yes,11,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),62.8,878.65,No
ID0552,Female,0,Yes,Yes,5,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),32.55,7838.41,Yes
ID0553,Male,0,Yes,Yes,56,No,No,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,105.76,2439.58,No
ID0554,Female,1,No,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),51.68,6981.04,No
ID0555,Male,1,Yes,No,41,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),114.27,133.59,No
ID0556,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,Yes,Electronic check,72.44,267.09,No
ID0557,Female,1,No,Yes,12,Yes,No,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,88.27,3781.37,No
ID0558,Female,0,Yes,Yes,70,No,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),118.16,1986.84,No
ID0559,Female,0,No,No,17,No,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),117.22,5550.74,Yes
ID0560,Female,0,No,No,19,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,67.51,4568.95,Yes
ID0561,Female,0,No,No,26,No,Yes,No,No,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,51.09,713.13,No
ID0562,Male,1,No,No,48,No,No,DSL,No,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),108.28,1385.75,Yes
ID0563,Male,1,No,No,52,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),73.73,3166.58,Yes
ID0564,Male,1,Yes,No,70,No,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),49.39,1567.26,No
ID0565,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),121.34,6359.55,Yes
ID0566,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),50.0,3387.94,No
ID0567,Female,0,No,Yes,62,Yes,No,DSL,No,No,No internet service,No,Yes,No,Two year,No,Electronic check,32.6,839.1,Yes
ID0568,Female,1,No,Yes,23,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),32.04,3927.3,No
ID0569,Male,0,No,No,15,No,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),92.84,818.61,Yes
ID0570,Male,1,Yes,No,27,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,96.82,1119.59,Yes
ID0571,Female,1,No,Yes,64,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),61.41,1993.91,Yes
ID0572,Male,1,Yes,No,51,No,Yes,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.31,6891.26,Yes
ID0573,Male,1,Yes,No,53,No,No,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,64.28,7405.43,No
ID0574,Female,1,Yes,Yes,51,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,98.69,6628.43,Yes
ID0575,Male,1,Yes,Yes,47,No,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,35.86,2740.2,No
ID0576,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),123.83,2253.32,No
ID0577,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),52.46,4439.32,Yes
ID0578,Female,1,Yes,Yes,35,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,130.96,5803.63,Yes
ID0579,Female,1,No,No,48,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),47.31,7948.64,No
ID0580,Female,0,No,Yes,72,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,107.92,1140.4,Yes
ID0581,Female,1,No,Yes,45,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.55,490.4,No
ID0582,Male,1,Yes,Yes,72,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.16,5586.4,Yes
ID0583,Female,0,No,No,19,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),118.36,6675.57,No
ID0584,Female,1,No,No,63,No,No,No,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,116.72,6787.15,Yes
ID0585,Female,1,Yes,Yes,38,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),70.75,5460.85,Yes
ID0586,Male,1,No,Yes,67,No,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),100.93,7637.71,No
ID0587,Female,0,No,Yes,59,No,No,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),86.25,4137.93,No
ID0588,Male,0,No,No,69,Yes,No,No,No,No,No,No internet service,No,No internet service,Two year,No,Electronic check,116.14,7320.13,No
ID0589,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.81,7746.71,Yes
ID0590,Male,1,Yes,No,47,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),82.88,6793.53,Yes
ID0591,Male,1,No,Yes,61,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,79.01,2548.08,Yes
ID0592,Female,0,No,Yes,31,No,No phone service,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,65.73,1651.09,Yes
ID0593,Male,1,Yes,Yes,22,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),120.03,4431.14,No
ID0594,Female,1,No,Yes,43,No,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),46.74,3679.81,No
ID0595,Female,1,Yes,Yes,67,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,45.09,7035.28,Yes
ID0596,Female,1,No,Yes,54,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,88.26,891.24,Yes
ID0597,Male,1,Yes,No,10,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,96.4,2137.14,Yes
ID0598,Male,0,Yes,Yes,42,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,6040.2,No
ID0599,Female,1,Yes,No,64,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.45,851.38,No
ID0600,Female,0,Yes,Yes,21,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,125.59,2635.03,Yes
ID0601,Male,1,No,Yes,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,54.9,3159.52,No
ID0602,Female,0,Yes,No,41,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,97.49,5019.48,Yes
ID0603,Female,1,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,104.75,1350.24,Yes
ID0604,Female,0,Yes,No,35,No,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,75.25,6899.77,No
ID0605,Male,1,Yes,No,56,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),124.68,3636.57,No
ID0606,Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),104.39,7345.46,No
ID0607,Male,1,No,No,57,No,No,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,76.24,3797.16,No
ID0608,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),87.49,2273.81,Yes
ID0609,Female,1,No,Yes,35,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Mailed check,99.94,1221.44,No
ID0610,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),89.8,130.58,No
ID0611,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,118.74,4305.03,No
ID0612,Female,1,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),66.04,947.53,No
ID0613,Female,1,No,Yes,71,Yes,No,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),60.28,3195.64,Yes
ID0614,Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Mailed check,51.59,4756.24,Yes
ID0615,Female,1,No,No,7,No,No phone service,No,No,No internet service,No,No,No,No,Two year,No,Credit card (automatic),33.81,2278.91,No
ID0616,Male,0,No,Yes,67,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,34.33,1485.26,No
ID0617,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),117.87,6221.29,Yes
ID0618,Female,0,Yes,No,36,No,Yes,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),98.51,7580.64,Yes
ID0619,Male,1,Yes,Yes,25,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),96.7,894.47,No
ID0620,Male,0,Yes,Yes,37,No,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,92.07,1330.15,Yes
ID0621,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),115.76,7685.09,Yes
ID0622,Female,1,Yes,No,15,No,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,78.5,399.49,Yes
ID0623,Male,1,No,No,37,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),117.9,7824.29,Yes
ID0624,Female,1,No,No,13,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,66.29,137.68,No
ID0625,Male,1,No,No,8,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),123.59,7002.97,Yes
ID0626,Female,0,No,No,5,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),100.55,2528.86,Yes
ID0627,Male,0,No,No,60,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),55.96,7515.84,No
ID0628,Female,0,No,Yes,1,Yes,No,No,No,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),86.96,2604.86,No
ID0629,Male,0,No,No,36,No,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),83.83,5270.01,No
ID0630,Male,1,Yes,No,35,No,No phone service,No,No,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),43.92,733.25,Yes
ID0631,Male,0,Yes,No,66,No,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),89.71,2015.4,No
ID0632,Female,0,Yes,Yes,63,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),61.78,6213.06,Yes
ID0633,Male,1,Yes,Yes,23,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.28,4277.61,No
ID0634,Male,0,No,No,9,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,125.8,7431.95,Yes
ID0635,Female,0,No,No,34,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,94.78,3488.13,No
ID0636,Female,0,No,No,46,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,118.56,6972.51,No
ID0637,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,98.27,3647.74,Yes
ID0638,Male,0,No,Yes,30,No,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,66.05,7837.05,No
ID0639,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),81.77,7683.68,No
ID0640,Female,1,No,Yes,3,No,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,98.24,2701.17,No
ID0641,Female,1,Yes,No,14,No,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),126.98,7099.79,No
ID0642,Female,0,No,Yes,60,No,No,No,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,55.61,6797.12,No
ID0643,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),118.36,1765.37,Yes
ID0644,Male,1,Yes,No,34,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),123.32,5032.88,Yes
ID0645,Female,0,Yes,No,45,No,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),97.7,675.18,No
ID0646,Male,0,Yes,No,61,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,124.05,6711.0,No
ID0647,Male,0,No,No,16,No,No,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),70.18,1479.9,Yes
ID0648,Male,1,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),126.24,660.43,Yes
ID0649,Female,0,Yes,Yes,40,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.97,3262.72,No
ID0650,Male,1,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,No,Electronic check,34.23,4658.67,Yes
ID0651,Male,0,No,No,34,Yes,No,No,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,121.58,6854.83,No
ID0652,Female,1,Yes,Yes,16,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),78.92,7797.51,No
ID0653,Male,1,No,No,60,No,Yes,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),76.48,3572.98,No
ID0654,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),87.2,578.52,No
ID0655,Female,1,Yes,No,66,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.08,6019.0,Yes
ID0656,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.38,4565.86,Yes
ID0657,Male,1,Yes,Yes,56,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.93,3639.33,Yes
ID0658,Male,0,No,No,31,No,Yes,No,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.55,2544.21,No
ID0659,Female,0,Yes,No,34,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),57.55,4069.94,Yes
ID0660,Female,1,No,Yes,39,No,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),30.24,2776.56,No
ID0661,Female,0,No,No,67,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),71.98,6081.38,No
ID0662,Male,0,No,No,8,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),103.55,4397.75,Yes
ID0663,Male,1,No,No,55,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,110.67,7028.09,No
ID0664,Female,0,Yes,Yes,27,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),125.45,4394.99,No
ID0665,Male,0,No,Yes,53,No,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,91.45,1983.26,No
ID0666,Male,1,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),55.71,6824.62,Yes
ID0667,Female,1,No,Yes,65,No,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,123.33,4503.02,No
ID0668,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),108.3,1735.03,Yes
ID0669,Male,0,Yes,No,30,No,No phone service,DSL,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),88.01,5026.7,No
ID0670,Male,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),100.25,2926.95,Yes
ID0671,Male,1,Yes,No,13,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),123.35,6771.79,No
ID0672,Female,0,No,No,21,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),101.94,3682.06,Yes
ID0673,Female,1,No,Yes,19,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.2,5839.88,Yes
ID0674,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,102.01,855.73,No
ID0675,Female,0,Yes,Yes,19,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,34.06,3229.58,No
ID0676,Male,0,Yes,Yes,57,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),69.02,7868.6,No
ID0677,Female,0,Yes,No,25,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),71.03,6487.83,No
ID0678,Female,0,No,No,31,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,46.84,1364.52,Yes
ID0679,Female,1,Yes,Yes,55,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,32.32,2295.33,No
ID0680,Female,1,Yes,Yes,23,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),43.46,2706.53,Yes
ID0681,Female,1,Yes,Yes,32,No,No,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),96.11,5238.88,No
ID0682,Male,1,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),111.02,6081.25,Yes
ID0683,Male,0,No,Yes,10,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,129.8,6022.25,Yes
ID0684,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,No,Mailed check,64.97,4129.0,Yes
ID0685,Male,0,No,No,54,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,90.53,6506.47,No
ID0686,Female,0,Yes,No,52,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,124.64,3553.91,No
ID0687,Female,1,Yes,Yes,20,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.86,1079.65,Yes
ID0688,Male,0,No,No,32,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,102.47,4560.08,Yes
ID0689,Male,0,Yes,No,14,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,106.24,7624.17,Yes
ID0690,Female,1,No,No,50,No,No,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,38.98,6365.64,Yes
ID0691,Female,1,No,No,28,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,116.98,4672.73,Yes
ID0692,Female,1,Yes,No,53,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),112.11,5210.75,No
ID0693,Male,1,No,Yes,24,No,No,DSL,Yes,Yes,No,No,No internet service,No,Two year,No,Electronic check,33.36,7452.43,Yes
ID0694,Female,0,No,No,22,No,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.19,3484.9,No
ID0695,Female,0,No,No,30,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,34.95,2719.0,No
ID0696,Female,1,No,Yes,63,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),63.8,7821.2,No
ID0697,Male,0,No,No,4,No,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),81.43,6922.19,Yes
ID0698,Female,0,No,Yes,59,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.76,2653.03,Yes
ID0699,Female,0,No,No,8,No,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.02,3764.86,Yes
ID0700,Male,1,No,Yes,12,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,122.06,3380.11,Yes
ID0701,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),67.18,1278.85,No
ID0702,Female,1,Yes,No,34,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,34.59,7667.76,No
ID0703,Male,0,No,No,49,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,60.31,3295.06,No
